claim_id,claimant_id,vehicle_id,clinic_provider_id,repair_provider_id,attorney_provider_id,incident_type,weather_condition,claim_date,police_report_filed,injuries_count,witnesses_count,claim_amount,claim_status,payout_amount,is_fraud,fraud_ring_id
CM007709,CL002119,VH000687,,,,parking_lot,clear,2025-02-28,False,0,1,11474.51,paid,10371.0,0,
CM002305,CL002680,VH002582,,PR000117,,multi_vehicle_pileup,clear,2025-04-05,False,0,0,4103.27,denied,0.0,0,
CM002755,CL002630,VH000391,,PR000055,,rear_end_collision,rain,2025-07-23,False,0,0,2713.87,paid,2629.41,0,
CM004809,CL003579,VH002793,PR000039,PR000204,,rear_end_collision,clear,2024-12-10,False,0,0,3411.47,paid,3359.75,0,
CM001993,CL000911,VH003959,,PR000169,PR000100,rear_end_collision,clear,2025-12-05,True,0,0,2809.39,paid,2541.35,0,
CM006342,CL000304,VH000692,PR000249,PR000087,,sideswipe,clear,2025-12-29,False,0,0,2102.88,under_review,,0,
CM005153,CL001656,VH000045,,PR000179,,parking_lot,clear,2024-10-07,True,0,0,5557.43,paid,5185.6,0,
CM006180,CL001319,VH002790,,PR000012,,single_vehicle,rain,2024-02-13,True,1,0,946.17,paid,855.74,0,
CM005352,CL000010,VH003661,PR000223,PR000069,,rear_end_collision,clear,2024-10-13,True,0,1,7523.62,paid,6780.15,0,
CM004316,CL003574,VH003433,,,,sideswipe,clear,2023-07-08,True,0,0,6152.1,paid,6023.19,0,
CM003379,CL002492,VH000286,,PR000181,,single_vehicle,clear,2023-08-18,False,2,1,2300.49,paid,2197.09,0,
CM005975,CL003763,VH000371,PR000072,PR000181,,parking_lot,clear,2023-05-18,True,0,2,1501.74,paid,1352.27,0,
CM007175,CL001524,VH003539,PR000148,PR000083,,rear_end_collision,clear,2024-08-21,True,0,0,3434.35,under_review,,0,
CM007594,CL003205,VH000827,,PR000138,,sideswipe,clear,2023-10-11,False,0,0,8901.34,paid,8836.24,0,
CM002886,CL001042,VH002822,PR000248,PR000128,,parking_lot,clear,2023-09-05,True,0,0,3493.17,paid,3489.26,0,
CM003065,CL002099,VH001559,PR000136,PR000018,,parking_lot,fog,2024-12-21,False,0,1,113.2,paid,104.18,0,
CM008914,CL000638,VH003849,PR000059,PR000180,,rear_end_collision,snow,2024-08-07,False,2,0,1637.59,paid,1626.8,1,RING020
CM003945,CL000453,VH002902,,PR000110,,single_vehicle,clear,2023-04-18,True,0,2,6922.39,paid,6441.01,0,
CM003205,CL003198,VH002543,,PR000172,,multi_vehicle_pileup,clear,2023-10-08,True,0,2,3646.91,paid,3550.49,0,
CM004514,CL001799,VH000770,PR000003,PR000157,,sideswipe,clear,2024-03-15,False,0,0,1427.11,paid,1384.06,0,
CM004193,CL002696,VH002808,PR000089,PR000172,,multi_vehicle_pileup,clear,2023-02-10,True,0,0,4253.6,paid,3964.62,0,
CM004247,CL003956,VH003668,PR000002,,,parking_lot,snow,2023-05-13,True,1,1,4319.85,paid,3973.05,0,
CM004705,CL001503,VH003150,PR000240,PR000150,,sideswipe,rain,2024-11-14,True,1,0,3935.02,paid,3596.63,0,
CM006439,CL000051,VH003650,PR000186,PR000045,,parking_lot,rain,2023-06-24,False,0,1,5001.23,paid,4603.2,0,
CM006981,CL001801,VH002613,PR000222,PR000182,,single_vehicle,clear,2024-04-07,False,0,1,2302.04,paid,2279.24,0,
CM001003,CL001673,VH000952,PR000059,PR000107,,sideswipe,clear,2025-10-22,True,0,0,5901.86,paid,5590.72,0,
CM002273,CL000601,VH000521,PR000208,PR000040,,rear_end_collision,snow,2024-02-25,True,0,1,2739.83,paid,2566.89,0,
CM008033,CL003243,VH000237,PR000216,PR000207,,single_vehicle,clear,2023-05-31,True,1,1,1724.64,paid,1639.35,0,
CM007559,CL002893,VH000071,,PR000169,,rear_end_collision,fog,2025-02-24,False,0,0,4204.27,paid,4031.99,0,
CM007112,CL002344,VH003533,,PR000184,,sideswipe,fog,2023-07-01,True,0,0,11601.19,paid,10847.77,0,
CM004439,CL001490,VH002175,,PR000221,,multi_vehicle_pileup,clear,2025-11-21,True,0,1,2068.17,paid,2048.96,0,
CM004082,CL000836,VH000768,,PR000209,PR000030,single_vehicle,clear,2023-01-18,False,1,1,2118.27,under_review,,0,
CM001537,CL002358,VH002466,,PR000209,PR000102,multi_vehicle_pileup,rain,2025-05-22,True,0,1,2133.24,paid,2008.31,0,
CM008042,CL002327,VH001112,,PR000086,,rear_end_collision,rain,2024-05-28,True,0,2,5806.45,paid,5348.5,0,
CM008363,CL002630,VH000392,PR000063,PR000180,,sideswipe,clear,2024-06-09,False,0,2,1917.03,paid,1904.42,0,
CM005047,CL001002,VH000730,,PR000220,,parking_lot,fog,2023-01-19,True,2,2,5445.17,paid,5418.16,0,
CM006557,CL003381,VH001812,PR000208,PR000225,,multi_vehicle_pileup,fog,2024-01-19,True,0,0,1970.69,paid,1967.68,0,
CM005287,CL000544,VH002907,PR000019,PR000228,,parking_lot,snow,2023-03-15,True,2,1,627.71,paid,569.18,0,
CM002866,CL000514,VH002555,PR000106,PR000062,,multi_vehicle_pileup,rain,2025-11-12,True,0,0,2032.67,paid,1884.33,0,
CM005716,CL003585,VH000396,PR000200,PR000062,PR000122,single_vehicle,clear,2023-10-06,True,0,1,2696.46,paid,2667.61,0,
CM006901,CL000054,VH002741,PR000189,PR000111,,parking_lot,rain,2024-09-07,True,0,1,7816.44,paid,7323.21,0,
CM008248,CL002710,VH003451,PR000021,PR000211,,parking_lot,clear,2024-10-04,True,1,1,6125.34,paid,6107.61,0,
CM007229,CL001546,VH000856,PR000223,PR000075,,single_vehicle,clear,2023-04-18,True,2,0,2947.95,paid,2819.47,0,
CM005897,CL000426,VH002429,,PR000169,,sideswipe,clear,2024-01-16,True,0,1,1364.49,paid,1330.76,0,
CM003471,CL001920,VH002276,PR000033,PR000204,,single_vehicle,snow,2024-04-30,True,0,1,1362.09,paid,1334.41,0,
CM004186,CL001757,VH000402,,,,parking_lot,clear,2025-09-21,False,0,1,3495.24,paid,3445.68,0,
CM002516,CL001126,VH003675,PR000196,PR000079,PR000230,rear_end_collision,fog,2025-08-24,True,0,0,5527.57,paid,5411.37,0,
CM002883,CL001911,VH000295,,PR000134,,rear_end_collision,clear,2025-09-28,True,0,1,1782.0,paid,1648.4,0,
CM007124,CL000238,VH001018,PR000238,PR000047,,rear_end_collision,snow,2024-10-15,True,0,1,3906.98,paid,3829.56,0,
CM001607,CL000504,VH003392,,PR000075,,parking_lot,clear,2024-09-16,False,0,2,1334.27,paid,1242.16,0,
CM000484,CL001943,VH003164,PR000164,,PR000122,single_vehicle,clear,2024-08-20,True,0,0,6383.46,paid,5975.7,0,
CM005028,CL002957,VH002564,,,,rear_end_collision,rain,2025-03-24,False,0,1,3205.08,paid,3092.75,0,
CM008923,CL001809,VH000671,PR000129,PR000128,,sideswipe,rain,2024-04-26,False,2,0,6232.83,partially_paid,2063.61,1,RING021
CM008048,CL003658,VH001064,,PR000042,,parking_lot,clear,2025-03-27,True,1,0,1922.3,paid,1815.74,0,
CM000458,CL002241,VH002847,PR000167,PR000132,,single_vehicle,clear,2023-06-25,True,0,0,12795.46,paid,12215.94,0,
CM007442,CL001975,VH003827,PR000026,PR000207,PR000030,parking_lot,rain,2025-09-05,True,1,2,624.99,paid,603.86,0,
CM004368,CL003484,VH000428,PR000149,,PR000130,single_vehicle,clear,2025-06-16,True,0,0,6561.1,paid,5960.91,0,
CM004349,CL000035,VH003047,PR000089,PR000218,,parking_lot,clear,2023-11-18,True,0,0,2379.76,paid,2225.67,0,
CM005236,CL003436,VH002986,PR000238,PR000202,,single_vehicle,clear,2023-09-06,True,0,2,3540.17,paid,3470.23,0,
CM005624,CL003488,VH001525,,PR000083,,single_vehicle,fog,2024-05-24,True,0,1,1676.0,paid,1666.12,0,
CM003126,CL000506,VH002125,,,,rear_end_collision,clear,2024-06-22,True,0,0,4226.58,under_review,,0,
CM002589,CL003358,VH003265,PR000146,PR000220,,single_vehicle,fog,2024-05-06,True,0,3,6407.42,paid,6216.24,0,
CM000331,CL002030,VH003146,PR000198,PR000095,,single_vehicle,rain,2025-10-31,True,0,1,2419.67,paid,2252.07,0,
CM004428,CL001598,VH002665,,PR000018,PR000100,multi_vehicle_pileup,clear,2023-03-29,False,0,1,1542.46,paid,1522.69,0,
CM002826,CL001235,VH001840,PR000238,PR000108,,single_vehicle,clear,2024-10-02,True,0,0,7533.94,paid,7171.36,0,
CM006690,CL000209,VH000145,,PR000024,,sideswipe,clear,2024-12-08,True,1,1,4311.03,under_review,,0,
CM005131,CL002539,VH002183,,PR000138,,multi_vehicle_pileup,clear,2024-09-26,False,0,0,2444.14,under_review,,0,
CM002493,CL002665,VH000582,PR000051,PR000173,,single_vehicle,snow,2025-08-09,True,0,2,5660.56,paid,5652.35,0,
CM002084,CL000853,VH003947,,PR000050,,parking_lot,fog,2024-11-05,False,0,0,1809.39,paid,1647.74,0,
CM000749,CL003057,VH000813,,PR000154,,single_vehicle,rain,2024-06-03,True,0,0,2160.56,paid,2031.71,0,
CM003568,CL003253,VH003920,PR000120,PR000151,,multi_vehicle_pileup,clear,2024-05-19,False,0,3,3617.41,paid,3500.78,0,
CM002359,CL000595,VH003126,PR000146,PR000207,,rear_end_collision,clear,2025-03-12,True,2,0,3807.58,under_review,,0,
CM006572,CL001759,VH000146,,,PR000054,parking_lot,rain,2023-07-27,True,1,0,1238.33,paid,1140.45,0,
CM004765,CL002987,VH002861,,,,single_vehicle,clear,2025-03-10,True,1,1,10081.16,paid,9807.07,0,
CM003347,CL003698,VH001350,,PR000205,PR000061,rear_end_collision,rain,2024-07-25,True,0,3,1641.5,paid,1484.44,0,
CM005046,CL002718,VH003278,,PR000211,,rear_end_collision,snow,2024-03-07,True,0,1,10741.98,paid,9823.8,0,
CM002665,CL001057,VH001990,PR000190,PR000108,,rear_end_collision,clear,2024-05-02,True,0,0,1054.66,paid,952.79,0,
CM006391,CL001379,VH002549,,PR000011,,sideswipe,rain,2023-05-11,True,1,1,1174.84,under_review,,0,
CM003245,CL003582,VH000909,,PR000169,,rear_end_collision,clear,2025-10-23,True,0,3,3894.86,paid,3663.62,0,
CM003549,CL000599,VH000792,PR000212,PR000166,,parking_lot,clear,2023-05-12,False,0,0,2165.42,paid,2103.74,0,
CM004092,CL001618,VH003079,,PR000140,,rear_end_collision,clear,2024-11-24,False,0,2,6307.22,paid,6020.86,0,
CM008673,CL000014,VH001349,PR000114,PR000243,,sideswipe,clear,2025-01-26,False,1,0,8675.21,paid,8007.84,1,RING009
CM007054,CL003853,VH003836,,PR000069,,single_vehicle,clear,2025-05-23,True,2,1,4944.49,under_review,,0,
CM005794,CL001139,VH001281,,PR000142,,parking_lot,clear,2024-04-07,True,1,0,5549.57,paid,5075.6,0,
CM001738,CL003090,VH001888,,PR000194,PR000135,rear_end_collision,clear,2024-08-24,True,1,3,2288.23,paid,2233.41,0,
CM004608,CL000242,VH001078,PR000077,PR000115,,rear_end_collision,fog,2023-01-20,True,0,0,2907.48,paid,2623.62,0,
CM008819,CL003141,VH002729,PR000198,PR000086,,parking_lot,fog,2024-08-18,False,1,0,7147.9,denied,0.0,1,RING016
CM007634,CL002924,VH000412,,PR000184,,parking_lot,clear,2023-03-20,True,1,0,1933.84,paid,1806.54,0,
CM006264,CL000695,VH000433,,PR000000,,multi_vehicle_pileup,rain,2024-11-15,True,0,3,4266.36,paid,4133.03,0,
CM003071,CL001411,VH003137,PR000104,PR000115,,multi_vehicle_pileup,rain,2025-06-04,True,0,1,4696.12,paid,4515.54,0,
CM007184,CL001412,VH002464,PR000098,PR000176,,sideswipe,clear,2023-02-22,True,1,1,1954.44,paid,1904.61,0,
CM001200,CL003039,VH001488,PR000035,PR000042,,single_vehicle,snow,2023-05-03,False,0,0,5936.26,under_review,,0,
CM002222,CL003589,VH000290,PR000212,PR000157,,multi_vehicle_pileup,clear,2024-08-10,True,0,0,2519.35,paid,2301.4,0,
CM006825,CL000707,VH002485,,PR000179,,single_vehicle,clear,2023-03-29,False,0,1,8159.48,under_review,,0,
CM005442,CL000322,VH001597,,PR000124,,rear_end_collision,rain,2023-01-15,True,1,1,4106.26,under_review,,0,
CM002112,CL001893,VH003922,PR000098,PR000165,,rear_end_collision,clear,2025-01-08,True,0,1,720.71,paid,710.23,0,
CM001347,CL001046,VH002935,PR000022,PR000226,,rear_end_collision,fog,2025-08-29,True,0,0,1031.35,paid,972.97,0,
CM000665,CL001032,VH000172,,PR000052,,single_vehicle,clear,2024-05-06,True,0,0,5244.27,paid,4953.89,0,
CM008709,CL003511,VH002077,PR000104,PR000075,PR000188,single_vehicle,rain,2025-09-14,False,1,0,5065.65,under_review,,1,RING010
CM000842,CL001154,VH002999,,PR000225,,parking_lot,fog,2023-10-19,True,0,3,2154.73,paid,2068.59,0,
CM002089,CL001090,VH003868,,PR000084,PR000054,multi_vehicle_pileup,clear,2025-09-24,True,0,1,2397.53,paid,2270.97,0,
CM002108,CL001753,VH001076,PR000064,,,multi_vehicle_pileup,snow,2023-12-05,True,1,3,4258.69,paid,4167.46,0,
CM007284,CL001866,VH002007,,PR000154,,rear_end_collision,rain,2025-12-29,True,0,0,2014.4,paid,1995.83,0,
CM005678,CL003536,VH002367,,PR000245,,parking_lot,clear,2023-06-21,True,0,0,1941.41,paid,1760.91,0,
CM003616,CL000388,VH001344,PR000217,PR000191,,single_vehicle,rain,2023-11-25,True,2,0,7481.53,paid,7356.57,0,
CM001058,CL001343,VH002019,,PR000183,PR000130,single_vehicle,clear,2025-12-22,True,0,0,3336.06,denied,0.0,0,
CM006865,CL002951,VH003756,,PR000194,PR000020,single_vehicle,fog,2023-04-20,True,0,0,3075.36,under_review,,0,
CM000966,CL002321,VH003006,PR000219,PR000173,PR000232,rear_end_collision,rain,2024-09-14,True,0,0,1683.33,under_review,,0,
CM003363,CL002940,VH001913,,PR000169,,rear_end_collision,snow,2024-04-04,True,0,0,6925.86,paid,6624.69,0,
CM008038,CL003986,VH003381,,PR000024,,single_vehicle,clear,2024-01-07,False,0,3,1751.78,paid,1607.99,0,
CM005408,CL000514,VH000772,,PR000221,PR000020,single_vehicle,clear,2025-03-09,False,2,0,2730.54,paid,2525.5,0,
CM001316,CL003325,VH000552,,PR000203,,rear_end_collision,clear,2023-07-13,False,0,0,4570.14,paid,4239.56,0,
CM008728,CL001472,VH002009,PR000171,PR000087,,parking_lot,clear,2023-03-18,True,1,0,16758.76,paid,15531.27,1,RING011
CM004075,CL002762,VH000854,PR000057,PR000090,,sideswipe,rain,2023-07-25,False,1,0,6426.19,paid,6260.71,0,
CM001023,CL000552,VH001168,PR000244,,,sideswipe,clear,2023-01-05,False,0,0,6264.9,paid,5826.99,0,
CM005427,CL000900,VH000990,,PR000150,,sideswipe,rain,2025-06-05,True,0,2,2147.6,paid,1963.88,0,
CM005455,CL000785,VH002793,,PR000099,,parking_lot,rain,2023-08-07,True,0,1,3595.63,paid,3305.86,0,
CM004632,CL000335,VH003196,,PR000166,,sideswipe,clear,2023-12-30,True,1,1,1114.84,paid,1060.77,0,
CM003329,CL002497,VH002267,PR000195,PR000220,,multi_vehicle_pileup,rain,2024-12-08,False,0,0,3922.06,under_review,,0,
CM001427,CL000689,VH002526,PR000146,PR000151,,multi_vehicle_pileup,clear,2024-02-26,True,1,0,2653.7,paid,2411.17,0,
CM000541,CL002526,VH001644,PR000070,PR000107,PR000016,single_vehicle,clear,2023-02-17,True,0,2,8875.17,paid,8584.74,0,
CM000602,CL001153,VH001025,PR000196,PR000225,,sideswipe,clear,2023-01-17,True,0,0,1323.44,paid,1249.96,0,
CM001741,CL000428,VH001427,,PR000180,,parking_lot,clear,2024-09-02,True,1,1,665.87,paid,619.86,0,
CM008840,CL003485,VH001967,PR000244,PR000083,,rear_end_collision,clear,2023-12-01,False,1,0,3306.83,paid,3248.54,1,RING017
CM007051,CL002976,VH000879,PR000239,PR000011,,parking_lot,clear,2023-04-09,True,0,1,5853.45,paid,5506.79,0,
CM003590,CL000014,VH001125,,PR000183,,multi_vehicle_pileup,clear,2023-01-25,True,1,1,1776.75,paid,1676.94,0,
CM005389,CL002449,VH001932,PR000014,PR000075,,multi_vehicle_pileup,clear,2025-02-22,True,0,2,1200.49,paid,1177.36,0,
CM004318,CL003786,VH001690,,,,parking_lot,clear,2025-02-21,True,0,0,4513.12,paid,4219.33,0,
CM007383,CL003962,VH001663,,PR000133,,rear_end_collision,rain,2025-01-12,True,0,1,2106.45,paid,1914.6,0,
CM006156,CL000797,VH001716,PR000223,PR000110,,single_vehicle,snow,2025-07-30,True,1,0,3577.73,paid,3414.91,0,
CM004979,CL000389,VH003446,,PR000115,,single_vehicle,clear,2024-08-28,False,0,0,4835.95,paid,4618.16,0,
CM004915,CL000298,VH003460,,,,parking_lot,clear,2023-09-10,False,0,0,4274.83,denied,0.0,0,
CM001211,CL002058,VH000306,,PR000090,PR000044,single_vehicle,snow,2025-01-05,True,0,1,2098.94,paid,1996.86,0,
CM003397,CL003420,VH000626,,PR000042,,multi_vehicle_pileup,clear,2023-08-24,True,0,0,3522.66,paid,3419.52,0,
CM000412,CL002810,VH000537,,PR000000,,rear_end_collision,clear,2024-03-11,True,0,0,1177.12,paid,1165.54,0,
CM003693,CL003821,VH002504,,PR000154,,multi_vehicle_pileup,rain,2024-01-23,False,0,2,3563.11,paid,3538.79,0,
CM007783,CL002715,VH001805,,PR000080,,parking_lot,clear,2025-12-09,True,0,0,3129.38,paid,3081.43,0,
CM004047,CL000868,VH000866,,PR000194,,multi_vehicle_pileup,clear,2025-06-14,True,1,1,2987.82,paid,2893.72,0,
CM000744,CL000053,VH000065,PR000057,PR000058,,multi_vehicle_pileup,clear,2023-11-21,True,0,1,5769.34,paid,5527.75,0,
CM006057,CL003397,VH002340,PR000239,PR000203,,sideswipe,clear,2025-05-09,True,0,0,11159.76,paid,10885.69,0,
CM007691,CL002127,VH003359,PR000059,PR000115,,rear_end_collision,rain,2024-09-04,True,1,0,11585.36,paid,10831.67,0,
CM005731,CL003799,VH001712,PR000236,,,sideswipe,clear,2025-07-27,True,0,1,5214.13,paid,5075.75,0,
CM006183,CL002475,VH001100,PR000164,PR000067,,single_vehicle,clear,2024-01-12,True,1,0,5687.95,paid,5477.13,0,
CM003985,CL000526,VH000906,PR000158,PR000176,PR000188,rear_end_collision,clear,2023-03-06,True,1,1,4710.96,paid,4478.73,0,
CM007496,CL000962,VH001224,,PR000042,,single_vehicle,snow,2023-07-06,False,0,0,1015.47,paid,1006.93,0,
CM001401,CL001564,VH002743,,PR000145,,parking_lot,rain,2025-06-16,True,0,0,2280.43,paid,2188.9,0,
CM005649,CL000387,VH000904,PR000114,PR000005,,sideswipe,rain,2024-06-15,True,0,1,2016.15,under_review,,0,
CM001503,CL002242,VH001128,PR000238,PR000087,,multi_vehicle_pileup,clear,2025-06-06,False,2,1,1094.63,paid,1036.39,0,
CM007160,CL001204,VH001549,PR000112,PR000037,,single_vehicle,rain,2025-12-12,True,1,0,2315.32,paid,2256.36,0,
CM002122,CL003555,VH000004,PR000089,,,parking_lot,clear,2025-05-26,True,0,1,6220.01,paid,6017.75,0,
CM004869,CL002533,VH002141,PR000001,PR000052,,rear_end_collision,clear,2025-09-24,True,0,3,2842.8,paid,2745.79,0,
CM001719,CL001830,VH001027,PR000051,,PR000232,sideswipe,clear,2025-03-24,True,0,1,9292.47,paid,8866.07,0,
CM007492,CL000270,VH002461,PR000056,PR000069,,single_vehicle,snow,2024-04-16,True,0,1,5657.36,paid,5507.3,0,
CM003258,CL000937,VH002950,PR000216,PR000012,,multi_vehicle_pileup,clear,2024-02-10,True,0,0,4283.08,paid,4164.42,0,
CM002146,CL001528,VH000544,PR000004,PR000117,,single_vehicle,clear,2025-01-28,True,0,0,3305.46,denied,0.0,0,
CM006575,CL001631,VH001470,PR000136,PR000091,,parking_lot,snow,2023-11-03,True,0,1,5023.96,paid,4538.34,0,
CM000605,CL003004,VH002437,,,,rear_end_collision,snow,2023-11-24,True,2,0,1177.99,paid,1076.25,0,
CM000249,CL001899,VH003394,PR000136,PR000062,,rear_end_collision,snow,2024-07-28,True,0,0,2192.81,paid,2139.3,0,
CM002064,CL000292,VH002965,PR000063,PR000058,,single_vehicle,fog,2025-02-23,True,0,2,1239.72,paid,1200.43,0,
CM003961,CL000120,VH000652,PR000244,PR000154,,rear_end_collision,rain,2025-09-02,True,0,2,6497.28,paid,6099.84,0,
CM001958,CL000639,VH001838,PR000103,PR000086,,rear_end_collision,clear,2025-09-29,False,1,1,8504.39,paid,8356.46,0,
CM003843,CL000324,VH001551,PR000120,PR000050,,multi_vehicle_pileup,clear,2025-11-04,True,0,2,1702.29,paid,1685.94,0,
CM000264,CL003256,VH002582,PR000208,,PR000237,rear_end_collision,snow,2023-04-13,True,1,1,3152.55,under_review,,0,
CM001314,CL003868,VH002653,PR000073,PR000142,,single_vehicle,clear,2025-09-12,True,1,1,3849.47,paid,3621.62,0,
CM000248,CL003258,VH002424,,PR000067,PR000175,sideswipe,clear,2023-11-06,True,0,0,9988.29,paid,9578.57,0,
CM000448,CL001381,VH001676,,,,rear_end_collision,snow,2023-08-30,True,1,2,6521.28,paid,6177.33,0,
CM000853,CL003669,VH001895,PR000149,PR000110,,sideswipe,rain,2024-04-26,True,1,1,3052.96,paid,2931.85,0,
CM003711,CL003713,VH000751,,,,rear_end_collision,clear,2023-05-01,True,0,1,9871.58,paid,9495.16,0,
CM005019,CL000702,VH002506,,,PR000101,rear_end_collision,rain,2025-07-10,True,0,0,1436.46,paid,1318.43,0,
CM000200,CL000040,VH003196,PR000164,,,single_vehicle,clear,2025-07-09,True,0,3,5641.0,paid,5596.8,0,
CM000533,CL003636,VH001994,PR000077,PR000182,,single_vehicle,clear,2024-05-18,True,0,1,7092.01,paid,7064.74,0,
CM006702,CL002054,VH000052,,PR000202,,rear_end_collision,clear,2024-03-17,True,0,1,2341.57,paid,2298.98,0,
CM008757,CL001111,VH002586,PR000119,PR000197,PR000135,single_vehicle,clear,2025-05-08,False,0,1,2848.5,paid,2640.49,1,RING012
CM003007,CL003822,VH001278,,PR000229,,rear_end_collision,clear,2025-03-30,True,0,1,5690.5,paid,5438.59,0,
CM004813,CL003986,VH003983,,,,single_vehicle,clear,2025-03-30,True,0,0,1434.01,paid,1360.24,0,
CM004223,CL001690,VH001346,PR000002,,,rear_end_collision,clear,2023-05-17,True,0,0,5458.5,paid,5080.86,0,
CM005031,CL001293,VH001487,,PR000087,,multi_vehicle_pileup,clear,2024-03-06,True,0,1,8231.98,paid,8014.02,0,
CM000456,CL002731,VH002338,PR000206,,,single_vehicle,rain,2023-03-24,True,1,0,3410.2,paid,3187.86,0,
CM003079,CL001265,VH003349,,,,parking_lot,clear,2023-06-22,False,0,0,4495.13,under_review,,0,
CM003747,CL003550,VH000698,PR000004,PR000107,,sideswipe,clear,2023-03-30,True,1,1,6272.51,paid,6045.2,0,
CM005458,CL000327,VH000394,,PR000151,,rear_end_collision,clear,2023-04-26,True,0,1,2327.67,paid,2224.24,0,
CM005146,CL003836,VH002987,PR000144,PR000151,,single_vehicle,rain,2025-09-25,True,0,1,1343.99,paid,1239.38,0,
CM003143,CL002995,VH002345,,PR000058,,parking_lot,clear,2025-02-19,True,0,0,1569.66,paid,1488.81,0,
CM003255,CL001327,VH000624,PR000240,PR000151,,rear_end_collision,fog,2025-08-07,True,0,0,2410.99,paid,2243.55,0,
CM002474,CL003160,VH000117,PR000233,PR000228,PR000147,sideswipe,fog,2025-08-17,True,3,2,3286.49,paid,3008.45,0,
CM007119,CL003167,VH001285,,,,parking_lot,clear,2024-07-19,False,0,0,4541.84,under_review,,0,
CM003917,CL003455,VH002475,PR000043,PR000203,,single_vehicle,clear,2023-10-01,True,1,1,6126.97,paid,5861.02,0,
CM008693,CL000410,VH000301,PR000104,PR000075,PR000188,multi_vehicle_pileup,rain,2025-10-08,False,1,1,2292.8,paid,2258.53,1,RING010
CM000834,CL000437,VH001000,,PR000038,,single_vehicle,clear,2024-08-18,True,0,1,2216.38,paid,2015.67,0,
CM005965,CL002532,VH003584,PR000085,PR000199,,parking_lot,rain,2023-02-12,True,0,0,3439.82,paid,3127.36,0,
CM003208,CL002679,VH003898,PR000048,PR000024,,sideswipe,rain,2025-07-25,True,0,0,4632.46,paid,4557.84,0,
CM003519,CL001948,VH002601,,PR000166,,sideswipe,clear,2024-09-26,True,0,0,877.63,paid,859.28,0,
CM004557,CL001741,VH002909,PR000039,PR000161,,rear_end_collision,clear,2025-04-13,True,0,0,3057.06,paid,2817.09,0,
CM004587,CL003928,VH002445,,,,single_vehicle,rain,2023-03-21,False,1,0,4812.05,under_review,,0,
CM002651,CL003129,VH000136,,PR000124,,multi_vehicle_pileup,fog,2023-06-24,True,0,1,4448.84,paid,4017.46,0,
CM003704,CL000555,VH003614,,PR000086,PR000215,rear_end_collision,clear,2024-04-22,False,0,0,10572.71,paid,10539.81,0,
CM007498,CL000854,VH002282,,,,sideswipe,fog,2024-07-29,True,0,0,2457.48,paid,2421.96,0,
CM004236,CL001976,VH001041,PR000129,,,parking_lot,clear,2023-03-30,False,2,1,2045.11,paid,2033.32,0,
CM003783,CL001597,VH002415,PR000081,PR000091,,parking_lot,fog,2023-08-07,True,0,1,1900.26,denied,0.0,0,
CM006648,CL000522,VH002483,PR000235,PR000202,,parking_lot,snow,2023-12-07,True,0,0,8279.86,paid,7863.02,0,
CM004669,CL003513,VH002171,PR000200,PR000221,,parking_lot,clear,2024-07-15,True,1,3,3486.01,paid,3270.25,0,
CM002717,CL002019,VH003643,PR000003,PR000047,,single_vehicle,clear,2023-06-19,True,0,1,7261.08,paid,6965.95,0,
CM005594,CL001803,VH000716,PR000026,PR000132,PR000139,multi_vehicle_pileup,clear,2023-03-12,True,0,0,1400.73,denied,0.0,0,
CM001594,CL001402,VH001210,PR000233,PR000246,,parking_lot,clear,2024-04-29,True,1,2,2493.74,paid,2308.88,0,
CM006722,CL002082,VH000184,PR000216,,,sideswipe,clear,2024-11-03,True,1,1,2346.52,denied,0.0,0,
CM007263,CL002552,VH003450,,PR000201,,rear_end_collision,clear,2023-02-12,False,0,1,3739.97,paid,3440.12,0,
CM008469,CL002313,VH001602,PR000146,PR000105,,sideswipe,fog,2024-03-20,False,1,0,4005.97,paid,3719.19,1,RING001
CM004721,CL003585,VH001485,PR000127,PR000218,,rear_end_collision,snow,2024-12-31,True,1,2,2038.24,paid,2026.34,0,
CM003132,CL000421,VH003706,PR000098,PR000246,,single_vehicle,fog,2024-08-23,True,1,0,9143.08,paid,8706.22,0,
CM001746,CL001379,VH000237,,PR000165,,parking_lot,rain,2024-08-16,True,0,0,3779.49,denied,0.0,0,
CM001558,CL001920,VH000029,PR000112,PR000150,,sideswipe,clear,2025-02-08,True,0,2,1103.85,denied,0.0,0,
CM001035,CL000305,VH002059,PR000212,PR000224,,rear_end_collision,fog,2025-03-06,True,1,0,6386.37,paid,6232.51,0,
CM007916,CL000838,VH002799,,,,sideswipe,clear,2025-12-19,False,0,0,5044.71,paid,4653.48,0,
CM002174,CL003667,VH002518,,PR000097,PR000100,single_vehicle,clear,2025-04-06,True,0,0,1717.68,under_review,,0,
CM008919,CL003453,VH003867,PR000129,PR000128,,parking_lot,clear,2024-04-29,False,2,0,3373.12,partially_paid,1991.84,1,RING021
CM000701,CL001085,VH003637,,PR000124,,rear_end_collision,clear,2023-06-25,True,0,0,1916.89,paid,1894.68,0,
CM000218,CL002727,VH003603,PR000216,PR000079,,parking_lot,snow,2025-12-14,True,1,0,1855.69,paid,1814.03,0,
CM001006,CL001383,VH002605,,PR000090,,multi_vehicle_pileup,clear,2024-03-12,True,0,2,4414.82,paid,4143.97,0,
