claim_id,claimant_id,vehicle_id,clinic_provider_id,repair_provider_id,attorney_provider_id,incident_type,weather_condition,claim_date,police_report_filed,injuries_count,witnesses_count,claim_amount,claim_status,payout_amount,is_fraud,fraud_ring_id,payout_ratio,claim_year,claim_month,claim_month_name,unpaid_amount
CM003444,CL000873,VH003846,PR000081,PR000012,,parking_lot,rain,2025-11-14,True,0,1,4333.97,paid,4027.18,0,,0.9292127079790584,2025,11,Nov,306.7900000000004
CM004473,CL003480,VH001940,PR000190,PR000202,,single_vehicle,clear,2025-08-18,True,0,0,5304.14,paid,5238.79,0,,0.9876794353090227,2025,8,Aug,65.35000000000036
CM002095,CL002097,VH000308,,PR000109,,single_vehicle,fog,2024-09-27,True,0,0,5376.38,paid,4946.9,0,,0.9201172536167458,2024,9,Sep,429.4800000000005
CM005913,CL003563,VH002441,PR000198,PR000115,,parking_lot,rain,2024-07-01,False,0,2,6714.07,paid,6359.59,0,,0.9472034101521135,2024,7,Jul,354.47999999999956
CM003556,CL003450,VH001526,,PR000182,,multi_vehicle_pileup,snow,2025-10-05,True,1,1,3423.13,paid,3115.5,0,,0.9101319552573229,2025,10,Oct,307.6300000000001
CM004254,CL001875,VH002120,PR000239,PR000169,,single_vehicle,snow,2024-06-05,True,0,1,5516.8,paid,4977.11,0,,0.9021733613689095,2024,6,Jun,539.6900000000005
CM004211,CL003563,VH000189,,,,parking_lot,clear,2024-03-10,True,0,1,1819.2,under_review,,0,,,2024,3,Mar,
CM008892,CL000072,VH002889,PR000235,PR000097,PR000130,parking_lot,rain,2023-04-04,False,1,0,8565.74,paid,7967.69,1,RING019,0.930181163565553,2023,4,Apr,598.0500000000002
CM003821,CL003160,VH000550,PR000026,PR000210,,parking_lot,rain,2025-08-05,False,0,1,2265.48,paid,2249.36,0,,0.9928845101258895,2025,8,Aug,16.11999999999989
CM006049,CL001826,VH000487,,PR000179,,parking_lot,clear,2025-06-11,False,0,0,1232.79,paid,1184.01,0,,0.9604312169955954,2025,6,Jun,48.77999999999997
CM003115,CL002738,VH003273,PR000149,PR000202,,multi_vehicle_pileup,clear,2025-05-23,True,1,0,1682.41,under_review,,0,,,2025,5,May,
CM003008,CL003225,VH000543,,PR000226,,multi_vehicle_pileup,clear,2025-11-28,True,0,0,2764.63,paid,2593.49,0,,0.9380965988215421,2025,11,Nov,171.14000000000033
CM006319,CL001060,VH001207,PR000222,,,single_vehicle,clear,2024-02-01,True,1,1,6009.32,under_review,,0,,,2024,2,Feb,
CM004032,CL002912,VH001092,PR000247,PR000040,,sideswipe,snow,2024-11-12,True,1,0,6428.26,paid,5812.25,0,,0.9041715798676468,2024,11,Nov,616.0100000000002
CM008632,CL001273,VH000847,PR000046,PR000201,PR000230,parking_lot,clear,2025-02-21,False,0,0,2859.64,paid,2788.24,1,RING008,0.9750318221874081,2025,2,Feb,71.40000000000009
CM005369,CL001674,VH002102,,PR000211,PR000213,sideswipe,clear,2025-01-18,True,0,2,7890.42,under_review,,0,,,2025,1,Jan,
CM004231,CL000135,VH000386,,PR000050,,sideswipe,rain,2023-04-27,False,0,4,1264.11,paid,1217.01,0,,0.9627405842845955,2023,4,Apr,47.09999999999991
CM006861,CL001219,VH001251,PR000216,PR000121,,single_vehicle,clear,2025-06-10,True,0,0,4167.17,paid,3868.11,0,,0.9282342693002685,2025,6,Jun,299.05999999999995
CM007636,CL000424,VH001090,PR000063,,,parking_lot,clear,2023-08-07,True,0,2,3908.64,paid,3685.47,0,,0.9429034139751934,2023,8,Aug,223.17000000000007
CM005126,CL001206,VH001230,PR000043,PR000086,,sideswipe,clear,2023-10-03,True,0,0,2931.75,paid,2859.84,0,,0.9754719877206447,2023,10,Oct,71.90999999999985
CM008679,CL000293,VH000301,PR000104,PR000075,PR000188,parking_lot,fog,2025-09-25,False,0,1,2143.76,paid,2086.26,1,RING010,0.9731779676829496,2025,9,Sep,57.5
CM000334,CL000164,VH002011,,PR000015,,sideswipe,clear,2025-09-12,False,0,0,8494.52,paid,8199.19,0,,0.9652328795505809,2025,9,Sep,295.3299999999999
CM001077,CL001839,VH003551,,,,single_vehicle,clear,2025-06-13,True,0,0,4950.03,paid,4847.53,0,,0.979293054789567,2025,6,Jun,102.5
CM002969,CL003290,VH003315,,PR000037,,single_vehicle,clear,2025-03-01,True,0,2,6108.94,paid,5499.57,0,,0.9002494704482283,2025,3,Mar,609.3699999999999
CM008140,CL003648,VH003547,,PR000045,,single_vehicle,rain,2024-04-05,True,0,0,2457.94,paid,2424.67,0,,0.98646427496196,2024,4,Apr,33.26999999999998
CM004708,CL003700,VH003403,,PR000197,PR000030,sideswipe,clear,2024-01-06,False,0,0,2880.15,denied,0.0,0,,0.0,2024,1,Jan,2880.15
CM001643,CL003775,VH000539,,PR000131,,sideswipe,clear,2023-01-04,True,1,1,11288.54,paid,10582.07,0,,0.9374170619052595,2023,1,Jan,706.4700000000012
CM003650,CL002220,VH002782,,PR000092,,sideswipe,clear,2023-11-05,True,1,1,981.13,paid,976.92,0,,0.9957090293844852,2023,11,Nov,4.210000000000036
CM006629,CL000374,VH001949,PR000187,,,parking_lot,clear,2025-05-09,True,1,2,5884.14,paid,5466.35,0,,0.9289972706291829,2025,5,May,417.78999999999996
CM003003,CL000997,VH000825,PR000233,,,sideswipe,clear,2025-11-24,True,0,0,9299.35,paid,8380.62,0,,0.9012049229247205,2025,11,Nov,918.7299999999996
CM003686,CL001395,VH003754,,PR000029,PR000230,sideswipe,clear,2025-02-21,False,0,1,1854.05,paid,1845.17,0,,0.9952104851541221,2025,2,Feb,8.879999999999882
CM001570,CL000701,VH001700,,PR000210,,multi_vehicle_pileup,rain,2024-02-27,True,0,1,9095.31,under_review,,0,,,2024,2,Feb,
CM001127,CL002586,VH002382,PR000158,PR000069,,multi_vehicle_pileup,clear,2023-10-25,True,0,0,11837.0,paid,11701.49,0,,0.9885519979724592,2023,10,Oct,135.51000000000022
CM005516,CL001663,VH001960,PR000073,PR000143,,parking_lot,clear,2025-05-13,False,0,0,1854.06,paid,1810.86,0,,0.9766997831785379,2025,5,May,43.200000000000045
CM004978,CL001988,VH002115,,PR000128,,single_vehicle,snow,2024-10-04,True,2,0,1903.5,paid,1884.85,0,,0.9902022589965852,2024,10,Oct,18.65000000000009
CM004665,CL000435,VH003967,,,,rear_end_collision,clear,2025-10-05,False,0,1,3743.91,paid,3504.38,0,,0.9360214321391274,2025,10,Oct,239.52999999999975
CM006228,CL000516,VH000533,PR000249,,,multi_vehicle_pileup,clear,2023-03-12,True,0,1,4309.65,paid,4200.99,0,,0.9747868156346804,2023,3,Mar,108.65999999999985
CM007348,CL003085,VH002980,,,,parking_lot,clear,2023-12-12,True,0,1,7510.24,paid,7138.29,0,,0.950474285775155,2023,12,Dec,371.9499999999998
CM003298,CL002032,VH001656,,PR000134,,multi_vehicle_pileup,clear,2025-11-28,True,0,0,9141.04,paid,8569.23,0,,0.9374458486124115,2025,11,Nov,571.8100000000013
CM000024,CL003458,VH000995,PR000238,PR000115,PR000130,single_vehicle,clear,2024-10-17,True,1,0,2268.34,paid,2171.18,0,,0.9571669150127404,2024,10,Oct,97.16000000000031
CM003786,CL002962,VH003764,PR000077,PR000037,,single_vehicle,rain,2024-05-08,True,0,0,2777.68,paid,2629.89,0,,0.9467937271391953,2024,5,May,147.78999999999996
CM006568,CL001655,VH000972,,,,single_vehicle,clear,2023-10-10,True,1,0,1822.47,paid,1751.22,0,,0.9609047062503087,2023,10,Oct,71.25
CM006145,CL002751,VH003756,PR000247,PR000145,,rear_end_collision,snow,2024-11-01,True,0,2,4012.07,paid,3851.11,0,,0.959881058904755,2024,11,Nov,160.96000000000004
CM003270,CL003841,VH000998,PR000190,PR000091,,rear_end_collision,rain,2023-08-26,True,0,3,3322.52,under_review,,0,,,2023,8,Aug,
CM003853,CL002579,VH003022,PR000017,,,parking_lot,rain,2025-09-20,False,0,1,2375.37,paid,2191.22,0,,0.9224752354370056,2025,9,Sep,184.1500000000001
CM001657,CL000731,VH003503,,PR000202,,parking_lot,rain,2023-06-15,False,1,1,5660.61,paid,5545.21,0,,0.9796135045516297,2023,6,Jun,115.39999999999964
CM004148,CL003221,VH002869,PR000021,PR000050,,single_vehicle,snow,2025-02-09,False,0,2,3580.45,paid,3281.81,0,,0.9165914898965214,2025,2,Feb,298.6399999999999
CM003541,CL002015,VH001073,,PR000140,,parking_lot,rain,2023-02-03,True,0,0,11844.14,under_review,,0,,,2023,2,Feb,
CM001666,CL000648,VH001446,PR000156,PR000166,,sideswipe,rain,2023-11-24,True,0,1,3190.16,paid,3166.41,0,,0.9925552323394438,2023,11,Nov,23.75
CM005563,CL000690,VH001977,,PR000172,,multi_vehicle_pileup,clear,2025-07-03,True,0,1,983.89,paid,926.35,0,,0.9415178526054743,2025,7,Jul,57.539999999999964
CM006383,CL000067,VH002647,PR000006,PR000194,PR000053,single_vehicle,clear,2025-04-10,True,0,0,2242.91,under_review,,0,,,2025,4,Apr,
CM001045,CL001753,VH000444,PR000136,,,single_vehicle,snow,2023-04-06,True,0,0,6247.28,paid,5873.9,0,,0.9402331894840634,2023,4,Apr,373.3800000000001
CM002907,CL003643,VH000622,PR000082,PR000204,,single_vehicle,clear,2023-09-30,False,1,2,3833.55,under_review,,0,,,2023,9,Sep,
CM007918,CL000320,VH002389,,PR000047,,rear_end_collision,clear,2023-08-27,True,0,1,3858.04,paid,3844.85,0,,0.996581165565935,2023,8,Aug,13.190000000000055
CM007930,CL001754,VH000510,PR000078,PR000024,,single_vehicle,rain,2025-12-12,True,0,0,2448.25,paid,2378.87,0,,0.9716613907893393,2025,12,Dec,69.38000000000011
CM001502,CL002779,VH003193,,PR000242,,rear_end_collision,snow,2025-09-09,True,1,1,1514.24,paid,1370.19,0,,0.9048697696534236,2025,9,Sep,144.04999999999995
CM008844,CL003823,VH001967,PR000244,PR000083,,single_vehicle,snow,2024-02-11,True,1,0,6579.8,denied,0.0,1,RING017,0.0,2024,2,Feb,6579.8
CM003004,CL000353,VH000790,PR000190,PR000132,,single_vehicle,clear,2023-03-23,True,0,1,2679.6,paid,2473.53,0,,0.9230967308553516,2023,3,Mar,206.0699999999997
CM000497,CL003190,VH000027,,PR000038,PR000126,single_vehicle,snow,2023-02-28,True,0,1,1897.76,paid,1768.31,0,,0.9317880026979175,2023,2,Feb,129.45000000000005
CM001794,CL002130,VH001717,,PR000094,,sideswipe,clear,2025-11-09,False,0,2,10030.56,under_review,,0,,,2025,11,Nov,
CM006914,CL001419,VH001351,,,,single_vehicle,fog,2025-07-16,False,0,2,1271.78,paid,1258.26,0,,0.9893692305272924,2025,7,Jul,13.519999999999982
CM007459,CL000682,VH001528,PR000127,PR000224,,single_vehicle,rain,2023-03-12,True,0,1,1857.73,paid,1821.76,0,,0.980637659939819,2023,3,Mar,35.97000000000003
CM000034,CL001687,VH001576,,PR000246,,multi_vehicle_pileup,fog,2023-02-25,True,0,1,1116.66,paid,1044.01,0,,0.9349399100890153,2023,2,Feb,72.65000000000009
CM000683,CL001830,VH002139,,,,multi_vehicle_pileup,clear,2025-11-07,True,1,0,3233.6,paid,3159.55,0,,0.9770998268184068,2025,11,Nov,74.04999999999973
CM000051,CL001514,VH000350,PR000073,,PR000101,parking_lot,clear,2023-05-02,True,0,1,3288.46,paid,3111.7,0,,0.9462483959056822,2023,5,May,176.76000000000022
CM006869,CL003745,VH003308,PR000127,PR000080,,single_vehicle,clear,2025-07-15,True,0,0,5250.05,paid,4988.04,0,,0.9500938086303939,2025,7,Jul,262.0100000000002
CM002030,CL001689,VH000239,PR000057,PR000090,,rear_end_collision,clear,2023-04-13,False,0,0,3964.59,paid,3847.42,0,,0.9704458720826113,2023,4,Apr,117.17000000000007
CM003088,CL003912,VH001531,,PR000134,,single_vehicle,rain,2024-09-05,True,0,1,1068.03,paid,1044.71,0,,0.9781654073387452,2024,9,Sep,23.319999999999936
CM002390,CL000771,VH002370,PR000198,PR000018,,single_vehicle,clear,2025-04-14,True,0,0,1929.39,paid,1762.14,0,,0.9133145709265623,2025,4,Apr,167.25
CM001473,CL003418,VH001012,PR000002,PR000204,,multi_vehicle_pileup,snow,2023-11-28,False,0,0,5181.3,paid,4794.07,0,,0.925263929901762,2023,11,Nov,387.2300000000005
CM000501,CL000796,VH001526,PR000049,PR000058,,multi_vehicle_pileup,clear,2024-04-27,True,0,3,9647.22,under_review,,0,,,2024,4,Apr,
CM003694,CL002313,VH000608,,,,sideswipe,rain,2024-02-05,True,0,1,5075.0,under_review,,0,,,2024,2,Feb,
CM004933,CL001811,VH001060,PR000195,PR000161,,rear_end_collision,clear,2025-04-18,True,0,2,2518.1,under_review,,0,,,2025,4,Apr,
CM004984,CL000652,VH000947,PR000159,PR000176,,rear_end_collision,snow,2024-06-09,True,0,0,1017.69,under_review,,0,,,2024,6,Jun,
CM005040,CL002969,VH002618,PR000104,PR000242,,sideswipe,clear,2023-05-28,False,0,1,1858.44,paid,1695.09,0,,0.9121036998773164,2023,5,May,163.35000000000014
CM007108,CL000134,VH000468,,PR000199,,multi_vehicle_pileup,clear,2024-05-05,True,0,1,9397.01,paid,8878.57,0,,0.9448292595197834,2024,5,May,518.4400000000005
CM008123,CL002568,VH000925,PR000072,,,single_vehicle,clear,2023-04-21,True,1,0,3198.16,paid,3045.06,0,,0.9521287240163094,2023,4,Apr,153.0999999999999
CM006928,CL003712,VH003303,PR000119,PR000243,,parking_lot,clear,2024-01-09,True,0,1,4781.55,paid,4356.63,0,,0.9111334190795871,2024,1,Jan,424.9200000000001
CM002821,CL002380,VH000255,,,,sideswipe,clear,2023-10-30,True,1,0,1384.24,under_review,,0,,,2023,10,Oct,
CM000246,CL001506,VH003989,PR000127,PR000055,,rear_end_collision,clear,2025-01-12,True,0,1,1658.2,paid,1516.56,0,,0.9145820769509105,2025,1,Jan,141.6400000000001
CM000150,CL003409,VH002151,PR000068,PR000166,,rear_end_collision,clear,2024-08-13,True,1,0,5353.91,paid,4843.81,0,,0.9047238373450432,2024,8,Aug,510.09999999999945
CM006978,CL003208,VH003218,PR000022,PR000091,,rear_end_collision,fog,2023-04-07,True,0,0,5266.11,paid,4902.01,0,,0.930859780748978,2023,4,Apr,364.09999999999945
CM000186,CL003978,VH001226,,PR000086,,multi_vehicle_pileup,fog,2025-12-21,True,1,0,3069.81,under_review,,0,,,2025,12,Dec,
CM006276,CL001278,VH003388,PR000093,PR000038,PR000162,parking_lot,clear,2024-07-20,True,1,0,3211.07,paid,3198.52,0,,0.996091645463973,2024,7,Jul,12.550000000000182
CM004109,CL003239,VH002628,PR000153,,,parking_lot,clear,2025-08-01,True,0,1,2012.07,paid,1918.03,0,,0.9532620634470967,2025,8,Aug,94.03999999999996
CM004058,CL003931,VH002830,,,,parking_lot,clear,2025-08-28,True,0,0,1651.59,paid,1552.94,0,,0.9402696795209465,2025,8,Aug,98.64999999999986
CM002983,CL003801,VH001466,,PR000110,,parking_lot,fog,2025-03-09,True,0,1,11795.52,paid,11484.83,0,,0.9736603388405088,2025,3,Mar,310.6900000000005
CM005848,CL002303,VH001402,PR000063,PR000108,,single_vehicle,clear,2024-03-05,True,0,2,818.96,paid,814.32,0,,0.9943342776203966,2024,3,Mar,4.639999999999986
CM004011,CL000428,VH002642,PR000074,PR000095,,parking_lot,fog,2025-09-08,False,0,1,6667.1,paid,6100.91,0,,0.9150770199937004,2025,9,Sep,566.1900000000005
CM003937,CL001399,VH003880,PR000190,PR000109,,rear_end_collision,clear,2025-07-25,True,0,1,4778.26,paid,4320.15,0,,0.9041261881940287,2025,7,Jul,458.1100000000006
CM003195,CL003641,VH002805,,PR000110,,multi_vehicle_pileup,clear,2025-03-24,True,1,0,2951.09,paid,2817.21,0,,0.9546337116116418,2025,3,Mar,133.8800000000001
CM008858,CL003797,VH003985,PR000049,PR000045,,rear_end_collision,clear,2024-09-02,True,0,0,2725.24,paid,2649.62,1,RING018,0.9722519851462624,2024,9,Sep,75.61999999999989
CM000551,CL001846,VH003410,PR000231,PR000197,,single_vehicle,clear,2024-08-21,True,0,0,6577.72,paid,6421.45,0,,0.9762425278059874,2024,8,Aug,156.27000000000044
CM004012,CL001386,VH002993,,PR000083,,multi_vehicle_pileup,fog,2025-02-09,True,0,0,2360.22,paid,2162.32,0,,0.9161518841463933,2025,2,Feb,197.89999999999964
CM006517,CL001696,VH001920,,PR000154,PR000147,multi_vehicle_pileup,clear,2023-09-13,False,0,0,7156.61,paid,6754.91,0,,0.9438700725622886,2023,9,Sep,401.6999999999998
CM000018,CL003629,VH002250,PR000001,PR000142,,parking_lot,clear,2025-10-18,False,0,0,2540.5,paid,2356.43,0,,0.9275457587089155,2025,10,Oct,184.07000000000016
CM007045,CL000449,VH002527,PR000170,PR000067,,single_vehicle,clear,2023-04-17,True,0,0,2400.88,paid,2176.26,0,,0.9064426376995103,2023,4,Apr,224.6199999999999
CM008290,CL000514,VH002312,PR000113,PR000229,,rear_end_collision,clear,2024-04-20,True,0,2,7222.81,paid,6518.23,0,,0.9024507082423598,2024,4,Apr,704.5800000000008
CM000941,CL002025,VH003748,PR000212,PR000083,,parking_lot,clear,2024-12-07,False,0,1,1174.74,paid,1160.39,0,,0.9877845310451675,2024,12,Dec,14.349999999999909
CM007319,CL001696,VH000352,,,,multi_vehicle_pileup,snow,2023-05-18,True,2,0,4770.15,paid,4516.01,0,,0.9467228493862878,2023,5,May,254.13999999999942
CM001609,CL000013,VH003275,PR000156,PR000097,,sideswipe,clear,2023-07-02,False,0,1,1923.05,paid,1906.12,0,,0.9911962767478745,2023,7,Jul,16.930000000000064
CM004285,CL001327,VH003968,PR000082,,,single_vehicle,rain,2024-10-02,True,0,0,10521.8,paid,10377.53,0,,0.986288467752666,2024,10,Oct,144.26999999999862
CM003442,CL003642,VH003845,,PR000143,,rear_end_collision,fog,2023-02-22,True,0,0,5144.75,paid,4743.17,0,,0.9219437290441712,2023,2,Feb,401.5799999999999
CM001544,CL002137,VH002854,PR000076,PR000038,PR000232,parking_lot,rain,2025-10-21,True,0,3,1294.0,paid,1259.38,0,,0.9732457496136013,2025,10,Oct,34.61999999999989
CM001264,CL001753,VH000770,PR000189,PR000131,,parking_lot,rain,2025-10-01,True,1,2,3443.95,paid,3317.39,0,,0.9632514990055024,2025,10,Oct,126.55999999999995
CM004055,CL001705,VH003440,PR000034,PR000094,,parking_lot,fog,2024-11-22,True,0,2,3291.91,paid,3164.57,0,,0.9613172899623623,2024,11,Nov,127.33999999999969
CM004435,CL000466,VH001252,PR000048,PR000242,,parking_lot,clear,2025-06-25,False,1,1,4185.26,paid,4167.49,0,,0.9957541466957847,2025,6,Jun,17.770000000000437
CM002129,CL000163,VH002355,PR000081,PR000060,,parking_lot,clear,2024-06-18,False,2,0,3016.29,paid,2864.69,0,,0.949739580743231,2024,6,Jun,151.5999999999999
CM000169,CL002545,VH000140,,,,multi_vehicle_pileup,clear,2024-12-08,True,0,0,7589.01,paid,7447.39,0,,0.9813388044026823,2024,12,Dec,141.6199999999999
CM006774,CL002598,VH000533,PR000170,PR000099,,parking_lot,clear,2024-01-25,False,0,2,9970.93,paid,9207.92,0,,0.9234765463201526,2024,1,Jan,763.0100000000002
CM008499,CL000057,VH001068,PR000019,PR000071,PR000102,single_vehicle,clear,2024-05-23,False,2,0,13956.83,partially_paid,5409.36,1,RING003,0.38757798153305584,2024,5,May,8547.470000000001
CM008150,CL002996,VH000600,PR000043,PR000151,,parking_lot,rain,2023-05-23,True,1,0,12016.77,paid,11784.55,0,,0.9806753395463172,2023,5,May,232.22000000000116
CM006805,CL000034,VH001967,PR000216,PR000181,,single_vehicle,fog,2024-08-28,True,0,1,2944.96,denied,0.0,0,,0.0,2024,8,Aug,2944.96
CM007353,CL003687,VH000944,,,,sideswipe,rain,2023-02-21,True,0,1,3275.52,under_review,,0,,,2023,2,Feb,
CM002761,CL003435,VH002269,,,,single_vehicle,clear,2024-06-14,True,0,3,2535.02,paid,2418.36,0,,0.9539806392060024,2024,6,Jun,116.65999999999985
CM002901,CL000456,VH000081,PR000003,PR000150,,single_vehicle,rain,2024-12-12,True,0,1,2438.41,paid,2293.76,0,,0.9406785569284905,2024,12,Dec,144.64999999999964
CM006469,CL000696,VH003171,PR000089,PR000024,,multi_vehicle_pileup,clear,2025-10-21,True,1,0,2423.57,paid,2421.71,0,,0.9992325371249849,2025,10,Oct,1.8600000000001273
CM005610,CL003526,VH001719,,PR000092,,sideswipe,snow,2025-07-29,True,1,1,1699.84,paid,1535.36,0,,0.9032379518072289,2025,7,Jul,164.48000000000002
CM002228,CL001572,VH003125,PR000072,,,parking_lot,clear,2023-01-05,True,2,0,2858.15,paid,2807.71,0,,0.9823522208421531,2023,1,Jan,50.440000000000055
CM000488,CL001093,VH001100,PR000233,PR000111,PR000044,parking_lot,snow,2024-10-26,True,0,0,706.88,paid,694.7,0,,0.9827693526482572,2024,10,Oct,12.17999999999995
CM008648,CL003224,VH001330,PR000046,PR000201,PR000230,rear_end_collision,clear,2025-02-11,True,0,0,4750.02,paid,4316.12,1,RING008,0.9086530161978265,2025,2,Feb,433.90000000000055
CM004621,CL001242,VH002344,,PR000246,,multi_vehicle_pileup,clear,2024-06-04,False,0,1,7535.16,under_review,,0,,,2024,6,Jun,
CM003860,CL001590,VH003681,PR000014,PR000173,PR000030,multi_vehicle_pileup,rain,2023-07-21,False,0,0,2410.11,paid,2298.7,0,,0.9537738941376118,2023,7,Jul,111.41000000000031
CM006973,CL003755,VH002322,PR000114,PR000047,,single_vehicle,clear,2023-10-08,True,0,1,2945.93,paid,2884.38,0,,0.9791067676421369,2023,10,Oct,61.54999999999973
CM005814,CL003948,VH003106,PR000167,PR000224,,sideswipe,fog,2024-08-12,True,0,1,3508.75,paid,3484.33,0,,0.9930402565016031,2024,8,Aug,24.420000000000073
CM007264,CL000311,VH001208,,PR000050,,sideswipe,rain,2025-01-01,True,0,0,2698.55,paid,2619.35,0,,0.9706509051157102,2025,1,Jan,79.20000000000027
CM006063,CL002253,VH001454,PR000170,PR000137,,rear_end_collision,clear,2023-01-12,True,1,0,2827.02,paid,2786.94,0,,0.9858225269011185,2023,1,Jan,40.07999999999993
CM001742,CL003897,VH003763,,PR000166,,single_vehicle,rain,2024-01-24,False,2,0,2600.4,paid,2543.34,0,,0.9780572219658514,2024,1,Jan,57.059999999999945
CM006953,CL000911,VH000173,PR000244,PR000075,,sideswipe,clear,2023-02-09,True,1,1,419.38,paid,410.38,0,,0.9785397491535123,2023,2,Feb,9.0
CM004907,CL000480,VH003596,PR000073,PR000226,,single_vehicle,fog,2024-12-17,False,1,0,677.22,paid,617.35,0,,0.9115944597029031,2024,12,Dec,59.870000000000005
CM005220,CL001914,VH000219,PR000072,PR000226,,rear_end_collision,clear,2023-06-27,True,0,0,2450.0,paid,2382.08,0,,0.9722775510204081,2023,6,Jun,67.92000000000007
CM001198,CL002931,VH000410,,PR000178,,multi_vehicle_pileup,rain,2023-05-06,True,0,0,6638.79,paid,6172.76,0,,0.9298019669246956,2023,5,May,466.02999999999975
CM006536,CL001662,VH000444,PR000127,PR000075,,multi_vehicle_pileup,clear,2023-12-25,True,0,1,5362.52,paid,4911.75,0,,0.9159406398484294,2023,12,Dec,450.77000000000044
CM008663,CL002223,VH001349,PR000114,PR000243,,rear_end_collision,fog,2025-01-04,False,0,0,3187.39,paid,3086.59,1,RING009,0.9683753792287735,2025,1,Jan,100.79999999999973
CM001374,CL003230,VH002757,,PR000201,,multi_vehicle_pileup,clear,2024-01-04,False,0,1,4655.13,paid,4417.97,0,,0.949054054344347,2024,1,Jan,237.15999999999985
CM004192,CL003593,VH000523,,PR000012,,sideswipe,clear,2023-09-24,False,0,0,2355.22,paid,2325.45,0,,0.9873599918478954,2023,9,Sep,29.769999999999982
CM000354,CL003457,VH001717,PR000120,PR000092,,single_vehicle,snow,2025-03-19,True,0,0,3801.88,paid,3516.39,0,,0.9249082033099414,2025,3,Mar,285.49000000000024
CM001660,CL003439,VH001793,,PR000154,,sideswipe,rain,2024-07-04,True,0,0,6159.24,under_review,,0,,,2024,7,Jul,
CM006875,CL000756,VH001814,PR000065,PR000087,,parking_lot,rain,2023-08-08,True,1,2,1324.67,paid,1322.86,0,,0.9986336219586763,2023,8,Aug,1.8100000000001728
CM001740,CL001117,VH000926,PR000026,,,rear_end_collision,snow,2025-10-18,True,0,1,1584.41,paid,1506.58,0,,0.9508776137489664,2025,10,Oct,77.83000000000015
CM000767,CL001479,VH001838,,,,single_vehicle,rain,2025-01-03,True,0,3,3108.99,paid,2936.93,0,,0.9446572681160119,2025,1,Jan,172.05999999999995
CM008117,CL000039,VH003841,,,,multi_vehicle_pileup,clear,2024-11-20,True,1,0,2831.12,denied,0.0,0,,0.0,2024,11,Nov,2831.12
CM008605,CL003458,VH002626,PR000112,PR000060,PR000139,rear_end_collision,clear,2023-09-04,False,0,0,2734.71,paid,2613.54,1,RING007,0.9556918283839968,2023,9,Sep,121.17000000000007
CM001955,CL002572,VH002901,PR000136,PR000199,,single_vehicle,clear,2024-05-27,False,1,0,4865.84,paid,4460.75,0,,0.916748187363333,2024,5,May,405.09000000000015
CM008754,CL000688,VH002384,PR000119,PR000197,PR000135,sideswipe,snow,2025-05-29,True,0,0,1584.18,paid,1574.39,1,RING012,0.9938201467005012,2025,5,May,9.789999999999964
CM002535,CL003029,VH003265,PR000073,,,parking_lot,clear,2024-11-02,True,0,1,4088.11,paid,4025.49,0,,0.9846824082522241,2024,11,Nov,62.620000000000346
CM007075,CL000854,VH000172,,PR000181,,single_vehicle,fog,2024-09-19,True,1,0,2538.23,paid,2345.53,0,,0.9240809540506574,2024,9,Sep,192.69999999999982
CM006680,CL002112,VH000131,,PR000084,,parking_lot,clear,2024-02-27,True,0,2,2573.56,under_review,,0,,,2024,2,Feb,
CM000922,CL001411,VH001489,,PR000228,,single_vehicle,fog,2024-05-20,True,0,0,3230.38,under_review,,0,,,2024,5,May,
CM008158,CL001592,VH000565,PR000198,PR000151,,multi_vehicle_pileup,clear,2024-04-30,True,0,2,1957.66,denied,0.0,0,,0.0,2024,4,Apr,1957.66
CM000454,CL001526,VH003280,PR000234,PR000180,,multi_vehicle_pileup,clear,2025-04-26,False,0,1,2502.67,paid,2452.9,0,,0.9801132390606832,2025,4,Apr,49.76999999999998
CM006451,CL003912,VH000813,PR000004,PR000225,,parking_lot,fog,2023-08-12,True,1,0,6330.28,paid,6159.4,0,,0.9730059333868328,2023,8,Aug,170.8800000000001
CM008665,CL002981,VH001349,PR000114,PR000243,,multi_vehicle_pileup,clear,2025-01-22,False,0,1,10016.9,paid,9813.98,1,RING009,0.9797422356217992,2025,1,Jan,202.92000000000007
CM001128,CL001957,VH002188,,PR000243,PR000162,parking_lot,clear,2023-09-21,False,1,2,3075.95,paid,2899.32,0,,0.9425770900047141,2023,9,Sep,176.62999999999965
CM004177,CL002724,VH001064,PR000104,,,single_vehicle,clear,2025-10-04,True,1,0,3010.54,under_review,,0,,,2025,10,Oct,
CM005364,CL000980,VH001134,PR000021,PR000097,,multi_vehicle_pileup,rain,2024-05-29,True,0,0,926.07,paid,858.93,0,,0.9275000809873982,2024,5,May,67.1400000000001
CM000737,CL000512,VH000578,,PR000131,,single_vehicle,clear,2023-12-12,True,0,1,4562.33,denied,0.0,0,,0.0,2023,12,Dec,4562.33
CM004265,CL003187,VH003886,,PR000165,,rear_end_collision,clear,2024-11-23,True,0,0,3320.89,paid,3050.06,0,,0.9184465610122587,2024,11,Nov,270.8299999999999
CM002466,CL002945,VH002079,,PR000041,PR000044,rear_end_collision,clear,2024-12-04,True,1,1,4319.72,paid,4019.12,0,,0.9304121563434666,2024,12,Dec,300.60000000000036
