vehicle_id,make,model,model_year,vehicle_type,fuel_type,market_value,vin_hash
VH000688,Chevrolet,Malibu,2010,sedan,gasoline,3120.0,eb84539670dP551102
VH000689,Hyundai,Santa Fe,2014,suv,gasoline,7058.65,Zk15315724Bp108792
VH000690,Ford,Mustang,2010,sedan,gasoline,3957.69,Ip09770032Pa991714
VH000691,Toyota,Corolla,2017,sedan,gasoline,7036.11,FS35617559iL871979
VH000692,Toyota,Camry,2017,sedan,electric,8726.53,oe74671930pc948658
VH000693,BMW,X3,2010,suv,gasoline,5640.0,eA15249384gy461893
VH000694,BMW,5 Series,2015,sedan,gasoline,12201.79,Ee30796967jb363111
VH000695,Chevrolet,Cruze,2012,sedan,gasoline,3019.32,Nh48326178mK930525
VH000696,Honda,Accord,2015,sedan,gasoline,6564.12,YG71041027cA556318
VH000697,Honda,CR-V,2014,suv,gasoline,6473.7,RO74793322yB506073
VH000698,Toyota,RAV4,2017,suv,gasoline,8352.58,nc23070958Ge865562
VH000699,Toyota,Corolla,2019,sedan,electric,8928.97,dP22545790lk351107
VH000700,Kia,Optima,2015,sedan,hybrid,5120.87,He79452310Ze355908
VH000701,Toyota,RAV4,2021,suv,gasoline,16018.87,HD28114288Yi022843
VH000702,Ford,Escape,2023,suv,gasoline,21794.31,pR86423691SV306999
VH000703,Kia,Sportage,2017,suv,hybrid,8652.05,iz92001622gy135711
VH000704,BMW,X3,2008,suv,gasoline,5640.0,hu38487134xF327687
VH000705,Kia,Soul,2018,suv,electric,5782.21,wr82365804xP430176
VH000706,Toyota,Tacoma,2020,truck,gasoline,14824.02,bt45285135bl032927
VH000707,Honda,Odyssey,2023,minivan,diesel,21451.5,qc78362782CO916928
VH000708,Hyundai,Santa Fe,2017,suv,gasoline,9306.81,ci90488918mm355792
VH000709,Nissan,Sentra,2010,sedan,gasoline,2520.0,NT07194130Td061863
VH000710,Kia,Sportage,2016,suv,gasoline,6597.97,dp89855324ma125970
VH000711,Hyundai,Santa Fe,2015,suv,hybrid,6886.24,OM13249570UP366272
VH000712,Chevrolet,Cruze,2012,sedan,gasoline,3077.75,Je92738741Mf923034
VH000713,BMW,X5,2017,suv,gasoline,17920.53,tc83327621ko171144
VH000714,Chevrolet,Silverado,2011,truck,gasoline,4920.0,hW14654461Zw777733
VH000715,Toyota,Highlander,2016,suv,gasoline,8781.81,SQ26301516Qc152496
VH000716,Ford,Mustang,2023,sedan,gasoline,21281.48,Ee69722175ZY173682
VH000717,Honda,Civic,2016,sedan,gasoline,5747.48,lf95901837bk612784
VH000718,Chevrolet,Cruze,2019,sedan,gasoline,6572.42,pv15479511xg624118
VH000719,Nissan,Pathfinder,2021,suv,hybrid,17691.4,Fb29421812Lr953319
VH000720,Nissan,Pathfinder,2019,suv,hybrid,13430.22,cl91066871zY815825
VH000721,Honda,Odyssey,2012,minivan,gasoline,5066.08,Px48903564ht901186
VH000722,Chevrolet,Cruze,2021,sedan,gasoline,11386.69,ZJ30871135mM567921
VH000723,Hyundai,Elantra,2012,sedan,gasoline,2736.01,HN79585741QP701834
VH000724,Nissan,Frontier,2019,truck,gasoline,12196.58,cM07632832dQ209339
VH000725,Hyundai,Sonata,2017,sedan,gasoline,7908.33,Ov14500334im093971
VH000726,Nissan,Rogue,2023,suv,gasoline,21046.37,Sj75331056Nb221093
VH000727,Honda,CR-V,2014,suv,gasoline,5442.23,ty74774576Mw434392
VH000728,Toyota,RAV4,2010,suv,gasoline,3623.32,eT59236579Ds712237
VH000729,BMW,5 Series,2022,sedan,gasoline,34126.18,gD09892589xZ650848
VH000730,Hyundai,Elantra,2021,sedan,electric,10765.19,FL39206026uf596477
VH000731,Kia,Sorento,2024,suv,gasoline,24460.19,ab40961963kz993561
VH000732,Toyota,Tacoma,2011,truck,gasoline,4080.0,jJ99535502GP150055
VH000733,Chevrolet,Malibu,2022,sedan,gasoline,15853.25,UC82315557dG946329
VH000734,Kia,Sorento,2024,suv,gasoline,23477.55,tC10189531cN393046
VH000735,Nissan,Frontier,2012,truck,gasoline,4522.54,EI23039827rk162967
VH000736,Kia,Soul,2022,suv,gasoline,12936.61,go25733194xB686557
VH000737,Kia,Sportage,2015,suv,gasoline,6285.34,Gh72234302mS363935
VH000738,Ford,Mustang,2024,sedan,hybrid,22076.95,YS22999366SA557781
VH000739,Hyundai,Accent,2023,sedan,gasoline,12257.42,aj04417164Jp603145
VH000740,Ford,Mustang,2021,sedan,hybrid,16243.49,WW99338456xX322762
VH000741,Toyota,Camry,2013,sedan,gasoline,3954.38,jz60598280Rx383497
VH000742,Ford,Escape,2008,suv,gasoline,3480.0,Ad68909958xF187920
VH000743,Toyota,Highlander,2015,suv,hybrid,7407.53,AR55640200mD675534
VH000744,Hyundai,Santa Fe,2012,suv,gasoline,4556.83,vH16403318VS555605
VH000745,Nissan,Pathfinder,2023,suv,gasoline,21856.45,yq03709498Rh440853
VH000746,Kia,Sorento,2018,suv,gasoline,12131.81,Ci00378129au837699
VH000747,Kia,Sportage,2010,suv,gasoline,3360.0,XO48016445dL592858
VH000748,Chevrolet,Tahoe,2016,suv,diesel,13478.8,TX76624098uL049208
VH000749,Nissan,Frontier,2011,truck,gasoline,3933.75,HV46244705Ab341341
VH000750,BMW,X3,2016,suv,gasoline,13103.52,YI30456475qo346407
VH000751,Chevrolet,Equinox,2024,suv,gasoline,24767.31,jE55093427mI884895
VH000752,Honda,Pilot,2022,suv,gasoline,21506.83,Ec74165376BO171982
VH000753,Hyundai,Tucson,2013,suv,gasoline,5337.66,Af87189604vN929676
VH000754,Ford,Mustang,2010,sedan,gasoline,3840.0,Wh88185574Aj619738
VH000755,BMW,X3,2022,suv,gasoline,27268.79,eU55685955se788508
VH000756,BMW,X3,2022,suv,gasoline,28317.79,ov25596468iw498118
VH000757,Honda,CR-V,2016,suv,diesel,8740.42,oN41810484DO556900
VH000758,Kia,Forte,2010,sedan,gasoline,2520.0,tf96780110tx529928
VH000759,Hyundai,Elantra,2010,sedan,hybrid,2640.0,gH34937454IF926378
VH000760,Honda,Odyssey,2009,minivan,gasoline,4440.0,gl96948060Ja099198
VH000761,Kia,Sportage,2010,suv,gasoline,3360.0,JP44321864gr664603
VH000762,Nissan,Frontier,2019,truck,gasoline,10858.26,MS03137943hk514101
VH000763,Hyundai,Elantra,2019,sedan,gasoline,8690.2,ze14296070CX277559
VH000764,Kia,Sportage,2008,suv,hybrid,3360.0,tG54402800CQ035212
VH000765,Kia,Sorento,2017,suv,gasoline,10800.67,lt77935175yo123602
VH000766,Kia,Forte,2018,sedan,electric,7527.79,XT44166089BF413096
VH000767,Toyota,Camry,2018,sedan,gasoline,8756.08,CL75484790SM695487
VH000768,Chevrolet,Equinox,2013,suv,gasoline,4839.45,Ef22222864gG833120
VH000769,Ford,F-150,2010,truck,hybrid,5040.0,uT54139172VM178925
VH000770,Kia,Forte,2012,sedan,hybrid,2779.21,tS14824852cv801059
VH000771,Honda,CR-V,2018,suv,gasoline,11637.45,Jz04216108sz172058
VH000772,Ford,Escape,2010,suv,electric,3534.11,pb24921169xS186046
VH000773,Ford,Escape,2010,suv,gasoline,3480.0,zW54747640mQ513493
VH000774,Chevrolet,Equinox,2013,suv,gasoline,5292.21,rs54402306Wy087753
VH000775,Ford,Focus,2008,sedan,gasoline,2520.0,dR13639234Up570237
VH000776,Toyota,Tacoma,2022,truck,gasoline,22363.47,gM80305496wU415410
VH000777,Nissan,Pathfinder,2015,suv,gasoline,7635.19,CT29249464HU177910
VH000778,Toyota,Camry,2020,sedan,hybrid,12389.34,AT80525359EW681367
VH000779,Toyota,RAV4,2013,suv,gasoline,5541.94,VO76448628Gw881795
VH000780,Chevrolet,Malibu,2008,sedan,hybrid,3120.0,lF23752333tK944530
VH000781,Toyota,Camry,2013,sedan,hybrid,4623.56,kY64415099zm893676
VH000782,Hyundai,Sonata,2010,sedan,gasoline,3240.0,tH31124918Ti637385
VH000783,Chevrolet,Equinox,2021,suv,gasoline,15760.37,Kl35261355Cs399326
VH000784,Kia,Sorento,2011,suv,diesel,3960.0,dA35273130Ar876950
VH000785,BMW,3 Series,2012,sedan,electric,6241.64,TB47770647rV816195
VH000786,Hyundai,Tucson,2017,suv,gasoline,7903.31,SK14501709AS813862
VH000787,Toyota,RAV4,2016,suv,gasoline,6991.77,DV49878814Ba033289
VH000788,Ford,Focus,2008,sedan,gasoline,2520.0,uc29922387lS243432
VH000789,Kia,Sorento,2012,suv,hybrid,4872.74,aU22992948ak117464
VH000790,Kia,Forte,2022,sedan,gasoline,12507.0,ew93191291jQ006485
VH000791,Toyota,RAV4,2023,suv,gasoline,19604.07,YK46171505uJ609511
VH000792,Kia,Sportage,2015,suv,gasoline,6805.62,AE52428113XP813184
VH000793,Honda,Civic,2008,sedan,gasoline,2880.0,qH53905573wd328211
VH000794,Ford,Mustang,2010,sedan,hybrid,3840.0,gq86971427VK855611
VH000795,Hyundai,Santa Fe,2024,suv,gasoline,22765.08,gE30938867MC047960
VH000796,Ford,Mustang,2020,sedan,gasoline,13655.82,Ij27399885Pu073953
VH000797,Toyota,Corolla,2021,sedan,diesel,9991.87,zF12470472qf148282
VH000798,Hyundai,Tucson,2018,suv,gasoline,8597.78,Dr09297238rG835632
VH000799,Chevrolet,Cruze,2010,sedan,gasoline,2400.0,cx44231621Fj898204
VH000800,Toyota,Highlander,2009,suv,gasoline,4560.0,Cq75021105ya492567
VH000801,Hyundai,Accent,2010,sedan,gasoline,2280.0,Oz54774449DN590501
VH000802,Ford,Focus,2014,sedan,gasoline,4461.63,EC88144437cA704009
VH000803,Nissan,Sentra,2010,sedan,electric,2520.0,Kp10294668CR959481
VH000804,Hyundai,Santa Fe,2017,suv,gasoline,10780.14,DP90178059lV451173
VH000805,Nissan,Rogue,2012,suv,gasoline,3808.44,jL66168041Bw009111
VH000806,Toyota,Highlander,2020,suv,gasoline,16793.05,Mh65990389kX254309
VH000807,Toyota,Highlander,2022,suv,hybrid,21462.71,Sn34513292Ua806601
VH000808,Honda,Odyssey,2018,minivan,gasoline,12469.61,ux30295943kw207904
VH000809,Honda,Odyssey,2012,minivan,gasoline,5534.61,ea88988727Wi366685
VH000810,BMW,X5,2011,suv,gasoline,8721.12,JE15809013rE869147
VH000811,Honda,Accord,2009,sedan,gasoline,3480.0,aM93713721ne322972
VH000812,Nissan,Rogue,2015,suv,gasoline,7069.07,bE74418787qV542754
VH000813,Nissan,Frontier,2010,truck,gasoline,3840.0,VI48992648Zs534056
VH000814,Hyundai,Sonata,2016,sedan,gasoline,6167.05,JR00437103PK186885
VH000815,Kia,Sportage,2024,suv,gasoline,22278.08,aA84046613fR199015
VH000816,Ford,Mustang,2011,sedan,gasoline,4426.95,hL83678387Zn458947
VH000817,Chevrolet,Cruze,2022,sedan,gasoline,12328.94,Wn54092178Mz828755
VH000818,Hyundai,Accent,2024,sedan,gasoline,15274.24,ky91875934Lf282897
VH000819,BMW,X5,2020,suv,gasoline,27523.58,sR98104964gp688296
VH000820,Kia,Sportage,2023,suv,gasoline,20097.35,BB16388202ZS000702
VH000821,Toyota,Highlander,2018,suv,gasoline,14174.72,YV57779269ML482625
VH000822,Hyundai,Tucson,2010,suv,gasoline,3480.0,oR84278625rV064831
VH000823,Nissan,Sentra,2008,sedan,gasoline,2520.0,VT48794008hZ837497
VH000824,Nissan,Sentra,2013,sedan,diesel,3671.13,IG79982415eV808743
VH000825,Kia,Soul,2023,suv,gasoline,13078.64,fT25873410MD716731
VH000826,BMW,3 Series,2015,sedan,gasoline,9879.56,Ji41986784VK188457
VH000827,Kia,Soul,2021,suv,gasoline,11397.59,Bt32474600aA838609
VH000828,Ford,F-150,2020,truck,hybrid,18746.77,MG48005938tg363415
VH000829,Nissan,Frontier,2019,truck,hybrid,12983.24,Iw42464522RV071635
VH000830,Toyota,Highlander,2020,suv,gasoline,17578.41,rQ76874437ro275470
VH000831,Chevrolet,Equinox,2012,suv,hybrid,4096.5,cL71394733UF294014
VH000832,Hyundai,Sonata,2020,sedan,gasoline,11337.97,qy91134002FT615919
VH000833,BMW,X5,2022,suv,gasoline,35497.24,eW20353393tC236890
VH000834,Toyota,Camry,2011,sedan,gasoline,3513.6,Ss06176104lf557766
VH000835,Hyundai,Tucson,2012,suv,gasoline,4544.6,FD18833082yQ468208
VH000836,Chevrolet,Equinox,2017,suv,gasoline,8870.73,Iw05126676jQ485733
VH000837,Nissan,Sentra,2008,sedan,gasoline,2520.0,il55928667qn323947
VH000838,Nissan,Frontier,2010,truck,gasoline,3840.0,Tw86029753SA971332
VH000839,Ford,Explorer,2013,suv,electric,5960.88,eK61247579Nx212186
VH000840,BMW,7 Series,2012,sedan,gasoline,14266.86,DT27180375nr919933
VH000841,Nissan,Altima,2010,sedan,gasoline,3120.0,eA34452898Up810780
VH000842,Nissan,Pathfinder,2010,suv,gasoline,4320.0,Hu95131068Qi508907
VH000843,Kia,Soul,2022,suv,gasoline,11861.08,Vm99448701QW280152
VH000844,Hyundai,Santa Fe,2012,suv,gasoline,4680.48,pD99118664eK844703
VH000845,Hyundai,Sonata,2018,sedan,gasoline,10013.28,zY99552129Da828336
VH000846,Ford,Mustang,2021,sedan,gasoline,18190.18,fH76499392lD263225
VH000847,Hyundai,Tucson,2017,suv,gasoline,7525.2,zU36053874Sx977886
VH000848,Hyundai,Santa Fe,2013,suv,gasoline,4746.74,cj83499731Oh926728
VH000849,Nissan,Pathfinder,2020,suv,gasoline,14115.4,Qv36521021lv897273
VH000850,Honda,Pilot,2012,suv,gasoline,5396.97,Wc11688546aB019820
VH000851,Ford,Mustang,2016,sedan,gasoline,7225.83,hI30785385ee411357
VH000852,Nissan,Altima,2022,sedan,gasoline,14484.53,kc73523737Em129730
VH000853,Kia,Forte,2014,sedan,gasoline,3740.71,EK47304659HT041939
VH000854,Nissan,Pathfinder,2021,suv,gasoline,19465.97,Wm60801665ob044393
VH000855,Toyota,Highlander,2010,suv,gasoline,4560.0,lP99907566zo879099
VH000856,Kia,Soul,2016,suv,diesel,5409.01,AE79034654ng859391
VH000857,BMW,3 Series,2011,sedan,gasoline,6183.65,Cp00671731ab198090
VH000858,BMW,7 Series,2013,sedan,gasoline,14433.17,PV58599858Og505927
VH000859,Chevrolet,Equinox,2020,suv,gasoline,11831.66,Jq80058141Rr190908
VH000860,Hyundai,Tucson,2013,suv,gasoline,4238.79,mz80489148Wj998447
VH000861,Toyota,Tacoma,2010,truck,gasoline,4120.53,SL95880387ev966132
VH000862,BMW,X3,2019,suv,gasoline,19797.26,Gb25742787mr785046
VH000863,Kia,Optima,2024,sedan,gasoline,19415.07,HQ63326708CA955303
VH000864,Toyota,Corolla,2011,sedan,gasoline,3015.08,GB58547727Sd791712
VH000865,Kia,Optima,2014,sedan,gasoline,4304.56,bs31526853Sq497254
VH000866,BMW,X3,2015,suv,gasoline,10793.89,gF98841170vl506430
VH000867,Toyota,Camry,2012,sedan,gasoline,3756.62,pk76379477th957182
VH000868,BMW,3 Series,2011,sedan,electric,5402.93,Cf60077433Bp748570
VH000869,BMW,7 Series,2009,sedan,gasoline,10560.0,mB31216188IM955452
VH000870,Nissan,Frontier,2022,truck,gasoline,17043.95,Pb62771205dI271141
VH000871,Kia,Soul,2013,suv,gasoline,3012.18,pJ44049060WI921125
VH000872,Hyundai,Tucson,2013,suv,gasoline,5009.88,Na36008692Jg004606
VH000873,Kia,Forte,2021,sedan,gasoline,10112.19,Px93263069Jv937155
VH000874,Hyundai,Accent,2021,sedan,hybrid,8225.24,PV88135602Hf050930
VH000875,Chevrolet,Cruze,2015,sedan,gasoline,4150.28,jf03356378ZO804798
VH000876,Kia,Sorento,2020,suv,gasoline,14553.16,vX24292046hF538855
VH000877,Chevrolet,Equinox,2018,suv,diesel,9670.29,EN34820728CW206283
VH000878,Kia,Sorento,2012,suv,diesel,4328.45,Bb25521136lE320255
VH000879,Hyundai,Tucson,2009,suv,gasoline,3480.0,tP75568356PZ000890
VH000880,Kia,Optima,2024,sedan,gasoline,19858.01,ML88758176sU669578
VH000881,BMW,5 Series,2020,sedan,gasoline,26378.76,Go34205348Bi537338
VH000882,Chevrolet,Equinox,2023,suv,gasoline,19286.91,CN56004260fC389001
VH000883,Chevrolet,Malibu,2010,sedan,hybrid,3120.0,Se96483031xQ951381
VH000884,Honda,Accord,2014,sedan,gasoline,5303.58,HC52627865IU271748
VH000885,Honda,CR-V,2015,suv,gasoline,6421.48,RL59314856vR137340
VH000886,BMW,X3,2021,suv,gasoline,26651.84,TT15468916QB404646
VH000887,Nissan,Frontier,2012,truck,gasoline,4922.61,Rg51694825gk101958
VH000888,Kia,Forte,2018,sedan,gasoline,7922.21,Ik95807769pI274074
VH000889,Kia,Sorento,2015,suv,gasoline,6888.75,mk74777982SD869653
VH000890,Honda,CR-V,2009,suv,gasoline,3720.0,AF60995080QA566169
VH000891,Toyota,Corolla,2023,sedan,gasoline,16171.07,SR26825292Mt871534
VH000892,Toyota,Camry,2016,sedan,electric,6222.74,qK68727197YZ070003
VH000893,Chevrolet,Equinox,2010,suv,gasoline,3480.0,nR21753361lf485342
VH000894,Kia,Sportage,2013,suv,gasoline,4429.73,nD66832090aB796599
VH000895,Ford,Focus,2017,sedan,hybrid,5707.63,iF33071816JN374825
VH000896,Ford,Explorer,2019,suv,gasoline,13340.98,NP41822782CC489713
VH000897,Kia,Forte,2019,sedan,hybrid,7548.84,Bk49087741ip332752
VH000898,BMW,7 Series,2020,sedan,electric,33210.3,Od27854889FR593452
VH000899,Honda,Accord,2016,sedan,hybrid,6956.68,Rx14616915Dr469157
VH000900,Kia,Sorento,2015,suv,electric,6457.15,VJ27231968XX533267
VH000901,Honda,Civic,2010,sedan,hybrid,2880.0,fh97579411iU449749
VH000902,Ford,Escape,2018,suv,gasoline,10001.54,Og48095990sV509524
VH000903,Ford,F-150,2011,truck,gasoline,5040.0,yj37965689ey517917
VH000904,Ford,Explorer,2022,suv,hybrid,21881.26,rn36756510Es639160
VH000905,Kia,Optima,2022,sedan,electric,15888.24,JD20772521SH872371
VH000906,BMW,7 Series,2018,sedan,gasoline,24952.57,cf28268888mU912710
VH000907,Ford,Explorer,2019,suv,hybrid,13550.79,zA42050034TS684590
VH000908,Nissan,Pathfinder,2010,suv,diesel,4320.0,PA15826963Fz404840
VH000909,Hyundai,Santa Fe,2021,suv,electric,14374.66,BD46775468uq811967
VH000910,Nissan,Pathfinder,2010,suv,electric,4320.0,IY29185044Eo507670
VH000911,Chevrolet,Malibu,2014,sedan,gasoline,4593.61,hA00696722bR018979
VH000912,Hyundai,Tucson,2010,suv,gasoline,3480.0,mW91404093XM825085
VH000913,Honda,Civic,2019,sedan,gasoline,9954.96,gu26655017xf773438
VH000914,Hyundai,Elantra,2014,sedan,gasoline,3881.57,FC01843536ny236825
VH000915,BMW,5 Series,2022,sedan,gasoline,31781.77,NJ08412092PT232488
VH000916,Toyota,RAV4,2017,suv,gasoline,7755.45,dP37178791QM439546
VH000917,Chevrolet,Cruze,2022,sedan,hybrid,13081.14,fz65889408rS092978
VH000918,Honda,Odyssey,2013,minivan,gasoline,5591.89,kf97628471sc780451
VH000919,Kia,Soul,2022,suv,gasoline,9797.24,Ek52925827hW666642
VH000920,Honda,Odyssey,2008,minivan,gasoline,4440.0,NF18708471CK854902
VH000921,Nissan,Pathfinder,2018,suv,electric,12054.07,Fh35822181Ed372463
VH000922,Nissan,Pathfinder,2018,suv,gasoline,11103.83,fM82887722Th732006
VH000923,Ford,F-150,2008,truck,electric,5040.0,Fh10544124BQ629104
VH000924,Nissan,Frontier,2015,truck,gasoline,6651.27,Nn07843473Yk762229
VH000925,Chevrolet,Equinox,2015,suv,gasoline,6929.34,sO69974834Ht049517
VH000926,Toyota,Camry,2010,sedan,gasoline,3360.0,od13509082Sg071796
VH000927,BMW,5 Series,2011,sedan,gasoline,7401.04,wq57024349Mh500007
VH000928,Kia,Optima,2015,sedan,gasoline,4910.39,Ws75316144aS031306
VH000929,BMW,X5,2017,suv,electric,18247.59,rQ80987787AW718170
VH000930,BMW,X5,2008,suv,gasoline,7440.0,NO93536513SA490080
VH000931,Toyota,Highlander,2014,suv,gasoline,6662.99,LF13254116gP389397
VH000932,BMW,X5,2010,suv,gasoline,7440.0,IR06633180uO938285
VH000933,Chevrolet,Tahoe,2019,suv,gasoline,18199.57,zZ47171052uV072330
VH000934,Hyundai,Elantra,2012,sedan,gasoline,2982.92,EM54259701Xv510398
VH000935,BMW,3 Series,2019,sedan,gasoline,15977.53,ri77090431Ga559412
VH000936,Ford,F-150,2010,truck,gasoline,5040.0,aU33015295WI317132
VH000937,Toyota,RAV4,2024,suv,gasoline,25032.29,Ku12125322ro251982
VH000938,Kia,Soul,2009,suv,gasoline,2400.0,yd65729882La457098
VH000939,Nissan,Altima,2016,sedan,gasoline,6242.08,XE05946096lq763812
VH000940,Chevrolet,Silverado,2011,truck,gasoline,5675.03,Qo99630189nl185524
VH000941,Ford,Focus,2022,sedan,hybrid,12720.71,vh25798730jx762529
VH000942,Hyundai,Santa Fe,2016,suv,gasoline,8135.53,Yq40167518Og666136
VH000943,Kia,Sorento,2015,suv,gasoline,6727.83,yY26276599Xp009985
VH000944,Honda,Pilot,2022,suv,gasoline,26207.65,Jf85099879Gt375101
VH000945,Chevrolet,Cruze,2024,sedan,gasoline,16251.68,iS59299964wz134031
VH000946,Kia,Sportage,2020,suv,gasoline,12146.7,JE32749821LO675991
VH000947,Toyota,Tacoma,2022,truck,gasoline,22198.5,Dv14194786DH441268
VH000948,BMW,3 Series,2016,sedan,gasoline,9396.52,mS21237832Vb741046
VH000949,Ford,Explorer,2008,suv,hybrid,4680.0,JZ50834736ST508645
VH000950,Honda,Odyssey,2008,minivan,gasoline,4440.0,Kx75788731cR313036
VH000951,Toyota,Camry,2020,sedan,gasoline,10514.24,KI67618547TD250358
VH000952,Hyundai,Accent,2020,sedan,gasoline,7981.25,ys79402429QI397303
VH000953,Chevrolet,Tahoe,2022,suv,diesel,29972.27,kG17309436Jp291391
VH000954,Ford,Mustang,2009,sedan,gasoline,3840.0,Pe09785618TP697552
VH000955,Toyota,Highlander,2014,suv,gasoline,6888.54,dQ02795835Qw500501
VH000956,Honda,CR-V,2023,suv,electric,22136.83,pA00867202EF885754
VH000957,Honda,Odyssey,2014,minivan,gasoline,7115.7,JL75970895AF288594
VH000958,Kia,Forte,2021,sedan,gasoline,10697.0,tB18545228tB985862
VH000959,Hyundai,Sonata,2019,sedan,gasoline,9437.75,Ru40960663Dh499834
VH000960,Toyota,Corolla,2020,sedan,gasoline,9300.76,uX59543778TL904586
VH000961,Kia,Soul,2024,suv,gasoline,14196.04,dM25490723OR898035
VH000962,Toyota,Tacoma,2014,truck,gasoline,6101.63,Gg19827413Rg074214
VH000963,BMW,X3,2010,suv,gasoline,5640.0,AZ49398170Pg108677
VH000964,Toyota,Corolla,2015,sedan,hybrid,4929.41,pp66619996LB312100
VH000965,Chevrolet,Malibu,2016,sedan,gasoline,5505.13,zC47826963xh806996
VH000966,Hyundai,Accent,2022,sedan,gasoline,12144.97,xI09621585aH702257
VH000967,Nissan,Sentra,2017,sedan,gasoline,6824.71,FU02903847zo764727
VH000968,Honda,Civic,2015,sedan,gasoline,4888.5,Bx76889564Nw187013
VH000969,BMW,5 Series,2024,sedan,hybrid,41699.21,Ns63553140AZ825555
VH000970,Hyundai,Elantra,2022,sedan,gasoline,13079.71,qE32691037Xd486700
VH000971,Hyundai,Tucson,2020,suv,gasoline,13162.24,ek38435812Ad558110
VH000972,Chevrolet,Equinox,2016,suv,gasoline,6641.49,qM45179015zr175873
VH000973,Ford,F-150,2012,truck,gasoline,6355.9,Jc62725737Xk483130
VH000974,Honda,Accord,2011,sedan,electric,3480.0,ke88181985nx228957
VH000975,Chevrolet,Malibu,2023,sedan,gasoline,16050.42,hD19673551zi618260
VH000976,Hyundai,Tucson,2015,suv,gasoline,6366.51,ps22266826gY096966
VH000977,BMW,7 Series,2024,sedan,gasoline,69757.94,JE12803418Rq028480
VH000978,Chevrolet,Equinox,2022,suv,hybrid,18229.88,im47214673Md356308
VH000979,BMW,3 Series,2015,sedan,gasoline,8962.57,dk10182309um626056
VH000980,BMW,3 Series,2010,sedan,hybrid,5280.0,Ce70645610nN671361
VH000981,Toyota,Corolla,2020,sedan,gasoline,11140.5,XR28274994OL878709
VH000982,Kia,Soul,2015,suv,gasoline,4630.53,Rr31272880hL280398
VH000983,Toyota,Tacoma,2021,truck,gasoline,14472.31,vn46750328Ls683245
VH000984,Ford,Explorer,2008,suv,electric,4680.0,Wr70121782WL248164
VH000985,Kia,Optima,2008,sedan,gasoline,3000.0,Gt12435452zo683952
VH000986,Kia,Sportage,2022,suv,gasoline,14549.54,xs95530665bx952766
VH000987,Chevrolet,Cruze,2012,sedan,gasoline,2768.74,Xn77817066Do913032
VH000988,Chevrolet,Malibu,2019,sedan,gasoline,9732.99,Rx45049679rU823199
VH000989,Nissan,Altima,2021,sedan,gasoline,11615.76,My40864305xp873889
VH000990,BMW,X5,2010,suv,gasoline,7440.0,sI03383887lS609295
VH000991,Kia,Optima,2013,sedan,gasoline,3939.84,Qb69473037GP938504
VH000992,Nissan,Sentra,2014,sedan,gasoline,3497.17,uZ38935349Hf223611
VH000993,BMW,5 Series,2009,sedan,hybrid,6720.0,OI64986912Bf497763
VH000994,BMW,5 Series,2019,sedan,gasoline,18310.39,DO00753257mc001944
VH000995,Chevrolet,Malibu,2020,sedan,gasoline,11512.24,Mp61743588oO981877
VH000996,Kia,Sorento,2014,suv,gasoline,6416.63,HE63729728vj614186
VH000997,BMW,X3,2015,suv,diesel,10267.61,Pg78717104hW963817
VH000998,Hyundai,Elantra,2022,sedan,gasoline,11005.54,qf82222836ka025768
VH000999,Nissan,Frontier,2018,truck,gasoline,10780.18,oc80375749rU925020
VH001000,Toyota,Tacoma,2011,truck,gasoline,4080.0,Nm80928636ye688881
VH001001,BMW,5 Series,2010,sedan,hybrid,6720.0,GW50336665Vb642072
VH001002,Honda,CR-V,2019,suv,gasoline,10253.69,th41574846rb104086
VH001003,Hyundai,Tucson,2010,suv,gasoline,3480.0,Sf61808333Wl504791
VH001004,Toyota,Highlander,2013,suv,gasoline,6066.81,Gr94929436Ou226958
VH001005,Hyundai,Accent,2015,sedan,gasoline,4567.31,Hx77240598gx952059
VH001006,Nissan,Pathfinder,2013,suv,gasoline,5723.01,HC21148826Gz894831
VH001007,Honda,Civic,2015,sedan,gasoline,4732.25,Yo42601358rF769527
VH001008,BMW,7 Series,2016,sedan,gasoline,19453.2,qt24965549Ya306450
VH001009,Nissan,Pathfinder,2008,suv,gasoline,4320.0,nJ39475879TY126920
VH001010,Hyundai,Santa Fe,2011,suv,gasoline,3960.0,BC13372037rW305209
VH001011,Ford,Mustang,2015,sedan,gasoline,7237.51,QE91991235FU279613
VH001012,BMW,5 Series,2016,sedan,gasoline,12067.14,as86841483RV023409
VH001013,Chevrolet,Equinox,2011,suv,gasoline,3480.0,Bf50310902YM918380
VH001014,Nissan,Altima,2009,sedan,gasoline,3120.0,WZ19712565xz788831
VH001015,Toyota,Tacoma,2010,truck,gasoline,4080.0,mT91208037AX284530
VH001016,Kia,Soul,2013,suv,hybrid,3159.72,OQ35080971ao510462
VH001017,Kia,Optima,2022,sedan,hybrid,14793.55,IM22686506kc698227
VH001018,Kia,Soul,2011,suv,gasoline,2430.96,VC88963778cM785078
VH001019,Ford,Focus,2020,sedan,gasoline,8911.74,KM53409524EH087154
VH001020,Ford,Focus,2012,sedan,gasoline,3273.74,Ij92850038xv892640
VH001021,BMW,3 Series,2010,sedan,gasoline,5280.0,HJ81021440EJ166388
VH001022,BMW,X5,2009,suv,hybrid,7440.0,mq15118302Pr097903
VH001023,BMW,7 Series,2018,sedan,gasoline,25100.01,Bs84195695CS888936
